"Tahun_Bekerja","Gaji"
"4","23631.55"
"4","105433.53"
"8","90591.15"
"10","127014.32"
"1","90905.26"
"5","8651.92"
"4","15467.98"
"2","79915.28"
"10","69361.95"
"3","86935.08"
"5","116957.6"
"9","157884.83"
"5","77981.54"
"8","126369.55"
"1","191973.49"
"3","142940.39"
"7","48869.67"
"5","73131.73"
"7","120037.36"
"6","193995.37"
"9","80963.92"
"8","15658.99"
"5","92708.1"
"2","26542.17"
"3","65010.74"
"4","106892.91"
"7","185210.63"
"3","4035.46"
"5","177805.44"
"7","68831.72"
"8","114732.62"
"4","22299.27"
"6","197283.2"
"9","179485.96"
"5","17699.48"
"1","118490.8"
"8","133292.94"
"9","58170.24"
"6","107137.3"
"6","145071.33"
"2","85495.24"
"9","101139.3"
"7","10511.13"
"7","193383.13"
"4","189826.96"
"4","144113.42"
"1","143538.51"
"5","77677.14"
"8","183717.94"
"10","92180.62"
"7","28690.9"
"3","85891.02"
"2","42050.24"
"6","110142.34"
"1","179269.79"
"7","90558.24"
"10","162022.47"
"8","66926.83"
"8","108891.3"
"4","71811.9"
"1","92223.59"
"6","78065.9"
"3","59679.9"
"5","159808.95"
"7","129001.3"
"5","147758.51"
"4","28865.59"
"1","160607.06"
"8","100015.79"
"3","54478.52"
"8","141677.33"
"7","84077.6"
"8","106981.03"
"9","73551.44"
"7","115842.1"
"8","107013.59"
"8","24938.84"
"7","51113.14"
"8","33828.64"
"8","128875.86"
"9","194700.81"
"5","158974.45"
"1","198182.73"
"4","141404.07"
"4","4175.68"
"5","41052.82"
"2","105760.01"
"2","27937.12"
"8","79355.87"
"5","102180.27"
"1","95719.73"
"9","57121.51"
"6","162478.11"
"9","194808.51"
"9","124045.65"
"3","17987.4"
"8","133653.38"
"1","25101.17"
"3","33330.89"
"7","2401.26"
"5","178361.04"
"6","162697.93"
"5","80607.33"
"2","23146.62"
"5","89893.6"
"4","3173.31"
"5","123218.81"
"7","31288.77"
"4","58561.31"
"5","148804.36"
"7","51117.06"
"3","164537.17"
"8","61977.82"
"9","47722.79"
"8","18510.41"
"7","65057.71"
"7","46374.64"
"4","42039.67"
"1","138192.98"
"6","22735.45"
"7","186910.74"
"2","75285.47"
"1","130260.11"
"9","15034.93"
"2","175709.4"
"9","101069.71"
"7","153012.13"
"7","86173.92"
"2","197548.63"
"10","37042.8"
"5","121085.72"
"7","194113.99"
"2","101273.23"
"1","118711.75"
"5","582.53"
"9","192381.21"
"5","136507.69"
"4","138871.12"
"1","60728.89"
"7","189175.71"
"1","102547.56"
"6","36706.56"
"3","44756.25"
"7","132870.15"
"1","16287.38"
"2","121945.42"
"4","131173.9"
"1","88669.89"
"4","160835.3"
"1","24761.36"
"7","138526.96"
"8","157442.75"
"5","105295.77"
"4","97782.92"
"5","68255.88"
"2","108790.95"
"8","143706.18"
"6","95277.15"
"1","152956.33"
"8","94925.62"
"3","87308.18"
"2","83978.86"
"1","37543.93"
"8","104889.3"
"6","149705.25"
"3","16445.79"
"8","54689.16"
"7","194913.86"
"1","146371.72"
"1","156603.7"
"5","182566.76"
"9","60194.05"
"4","36579.53"
"4","5862.53"
"10","143030.09"
"3","62700.08"
"7","99017.34"
"8","187987.01"
"1","123454.62"
"5","10921.5"
"7","53817.23"
"7","81617.4"
"2","192298.84"
"5","143882.25"
"6","53130.41"
"7","113177.95"
"9","30529.88"
"2","18800.13"
"9","46127.7"
"3","75585.48"
"3","63085.94"
"5","74415.2"
"8","139889.15"
"9","7267.25"
"1","186826.22"
"4","162149.07"
"8","180150.49"
"4","83478.12"
"4","26163.74"
"9","44381.06"
"7","136365"
"9","99294.22"
"8","173464.43"
"5","127543.81"
"7","52526.65"
"8","47161.25"
"5","45424.13"
"6","8018.49"
"6","195668"
"7","133167.11"
"9","186238.85"
"5","158668.87"
"3","9249.36"
"8","116581.1"
"1","44688.08"
"2","148608.39"
"9","188670.9"
"7","107067.37"
"8","192776.64"
"8","46735.19"
"5","169117.74"
"4","89081.41"
"10","105227.86"
"4","128246.81"
"4","94554.74"
"9","33823.5"
"2","97468.44"
"1","164137.36"
"4","191313.7"
"9","65257.57"
"8","178222.77"
"2","179445.28"
"9","65500.53"
"8","97877.92"
"7","113051.57"
"7","105969.05"
"9","122996.76"
"3","68087.15"
"8","21478.36"
"7","158437.73"
"6","76551.7"
"2","15887.68"
"10","33741.84"
"1","20652.69"
"5","112781.5"
"5","119996.95"
"9","6981.43"
"9","185211.28"
"7","78436.36"
"9","139048"
"9","136329.96"
"2","14721.8"
"2","3430.38"
"7","160450.21"
"6","1485.27"
"6","19720.08"
"7","41183.02"
"8","139410.08"
"7","163691.48"
"9","115147.33"
"4","74945.11"
"1","180363.56"
"8","196021.73"
"3","125979.36"
"7","111421.77"
"7","115818.51"
"3","179360.76"
"5","192744.23"
"6","113408.47"
"8","124641.42"
"5","54871.02"
"10","98820.09"
"2","45570.84"
"1","182336.45"
"9","118825.56"
"4","103372.79"
"3","43486.73"
"6","40062.99"
"3","46175.7"
"9","5967.09"
"4","122134.56"
"6","62972.13"
"2","174815.54"
"7","192841.13"
"1","33310.72"
"3","72876.43"
"3","50911.41"
"7","142400.27"
"7","48778.46"
"5","156361.58"
"9","133807.77"
"2","179128.69"
"8","91810.71"
"3","173195.33"
"1","182270.88"
"8","177130.33"
"3","49954.79"
"3","141896.74"
"6","120661.71"
"4","149814.68"
"5","41782.7"
"7","46172.47"
"5","2704.09"
"3","6726.53"
"9","170764.08"
"3","45742.42"
"3","162304.59"
"7","80883.82"
"7","118508.09"
"3","69697.74"
"6","183575.01"
"6","161203.6"
"9","143752.77"
"5","121894.31"
"3","147055.87"
"1","172033.57"
"9","143774.06"
"2","139366.58"
"10","81776.84"
"8","190998.96"
"9","4470.52"
"10","135851.3"
"5","172372.63"
"3","135875.51"
"4","128124.7"
"6","167023.95"
"6","149807.01"
"8","54290.62"
"1","86013.96"
"5","79886.06"
"8","141959.11"
"8","66680.77"
"5","98640.15"
"9","142797.5"
"8","163581.67"
"5","163221.22"
"9","12440.44"
"5","145551.6"
"10","50908.48"
"4","30149.21"
"4","156381.47"
"4","178123.86"
"5","51112.8"
"6","173783.38"
"1","174770.14"
"5","172063.09"
"8","155294.17"
"9","40320.3"
"1","134260.34"
"6","147090.9"
"4","132368.47"
"1","164741.5"
"9","63051.32"
"2","199761.29"
"4","55725.04"
"8","163145.5"
"1","193093.77"
"2","57531.14"
"6","77242.19"
"8","153046.16"
"7","63405.2"
"5","106564.88"
"2","42763.12"
"1","168753.34"
"5","19483.35"
"3","158646.46"
"1","83172.19"
"3","76889.79"
"2","51554.58"
"8","79495.01"
"3","52583.79"
"7","26848.25"
"10","10072.55"
"6","187296.78"
"5","104016.61"
"8","151310.16"
"9","62810.91"
"9","60830.38"
"4","116672.02"
"3","77304.49"
"2","52894.01"
"4","116471.43"
"4","4539.38"
"3","142367.72"
"3","110520.48"
"6","188258.49"
"3","197322.13"
"4","80241.14"
"1","172814.99"
"6","38410.74"
"9","17622.82"
"9","48021.71"
"7","88958.49"
"9","116343.09"
"4","166102.61"
"2","104353.26"
"3","115429.32"
"5","178106.34"
"8","132152.32"
"4","21521.38"
"8","27431.62"
"6","42143.61"
"7","106457.11"
"6","164083.72"
"5","159207.34"
"1","84487.62"
"3","3674.71"
"5","12092.03"
"2","77475.73"
"9","41291.73"
"8","343.38"
"2","47432.43"
"5","127827.18"
"1","35633.15"
"8","182865.09"
"1","169386.81"
"4","149073.88"
"8","184107.26"
"5","22750.17"
"9","11950.29"
"6","152880.07"
"9","175252.78"
"3","174303.29"
"4","80701.72"
"6","198516.2"
"6","175756.36"
"3","82824.08"
"1","179866.01"
"6","159899.97"
"8","138504.28"
"9","127394.67"
"9","58961.49"
"2","103644.98"
"8","119647.7"
"4","28465.86"
"5","152979.14"
"4","190911.02"
"2","95794.98"
"1","189742.78"
"9","188574.08"
"6","183872.88"
"6","196555.32"
"2","112503.24"
"6","46864"
"3","65864.4"
"9","125167.92"
"7","177519.39"
"1","169653.32"
"5","118372.55"
"5","16481.12"
"7","14608"
"9","81548.38"
"1","69608.48"
"9","68873.8"
"5","81102.81"
"3","81054"
"4","74149.77"
"1","99503.19"
"7","10109.47"
"9","58855.85"
"1","84402.46"
"2","49713.87"
"6","133537.53"
"4","124615.59"
"8","98090.69"
"6","42607.69"
"3","192434.11"
"5","60686.4"
"7","49463.44"
"1","81431.99"
"3","22909.56"
"5","65532.17"
"5","141053.85"
"10","3472.63"
"7","102083.78"
"4","1801.77"
"6","85185.44"
"8","119882.7"
"4","83715.66"
"7","23425.78"
"2","77326.78"
"7","156150.08"
"5","108577.97"
"4","133573.29"
"2","102057.86"
"9","47247.56"
"2","114566.47"
"7","184464.7"
"6","151401.33"
"9","70607.1"
"9","147074.67"
"8","105780.18"
"4","109496.45"
"6","137739.45"
"2","105140.92"
"6","113276.46"
"6","172531.23"
"1","64375.4"
"9","28434.44"
"4","46941.41"
"1","29333.01"
"3","193724.51"
"2","34967.75"
"8","55663.85"
"7","55753.12"
"6","176962.31"
"9","181507.44"
"1","61995.57"
"4","98349.13"
"5","59748.19"
"2","159840.51"
"7","6656.64"
"4","37141.62"
"10","37094.75"
"7","159475.08"
"9","51548.14"
"8","58719.63"
"10","7861.68"
"6","19199.61"
"5","178504.29"
"3","189016.14"
"7","156048.64"
"3","52876.41"
"5","19653.08"
"6","139451.98"
"2","128136.29"
"6","45206.57"
"8","190146.83"
"7","158313.87"
"9","96670.2"
"1","62163.53"
"2","88428.41"
"8","35908.46"
"4","168780.04"
"9","191263.76"
"2","83052.03"
"4","164696.27"
"9","187011.96"
"2","55324.49"
"4","34335.55"
"1","17004.14"
"3","116331.42"
"7","22974.01"
"5","49725.16"
"9","87412.74"
"9","26136.89"
"1","126554.96"
"1","193321.3"
"9","90928.02"
"8","76510.46"
"8","120115.5"
"2","197984.58"
"5","142977.05"
"6","82522.61"
"8","150664.97"
"9","114153.44"
"2","171706.66"
"9","119071.56"
"2","143007.49"
"2","31302.35"
"8","71139.8"
"6","54122.89"
"8","120031.29"
"4","104076.51"
"9","175853.64"
"9","175795.87"
"3","15360.91"
"2","168460.12"
"1","181177.9"
"1","58363.94"
"2","20276.87"
"9","91514.62"
"1","76703.1"
"8","109843.16"
"4","12577.21"
"4","179365.1"
"9","65816.53"
"5","124170.9"
"2","175015.12"
"9","115441.66"
"6","128247.03"
"5","141914.94"
"6","115566.57"
"2","175423.69"
"8","133447.49"
"9","114474.98"
"3","52044.66"
"2","180290.68"
"6","132034.13"
"8","20968.88"
"5","158735.1"
"8","196134.44"
"2","22374.97"
"8","161668.15"
"10","56229.72"
"6","140991.23"
"3","177644.52"
"2","142342.55"
"2","154559.28"
"3","176570.28"
"6","191961.83"
"3","9452.88"
"2","165257.31"
"6","169763.89"
"6","160663.11"
"10","192072.1"
"6","93275.61"
"2","112269.67"
"1","2186.83"
"9","43075.7"
"8","12368.11"
"8","42410.21"
"7","190430.81"
"7","138394.37"
"6","172501.38"
"1","197916.43"
"2","7035.36"
"4","159676.55"
"5","80603.99"
"4","187599.8"
"9","94450.97"
"1","143981.27"
"2","26450.57"
"2","164482.92"
"5","101192.08"
"4","175324.74"
"4","197226.32"
"9","99504.03"
"4","83700.66"
"8","28226.15"
"5","35321.65"
"4","41229.73"
"7","78970.58"
"9","107890.69"
"6","191870.28"
"2","7905.06"
"6","65731.53"
"5","145698.73"
"9","50046.25"
"7","60830.24"
"5","158853.98"
"1","111243.09"
"9","171014.69"
"7","170835.32"
"3","47775.34"
"5","139297.71"
"4","195167.38"
"7","160948.87"
"8","44965.54"
"2","52137.73"
"8","109296.18"
"2","20092.89"
"9","118782.06"
"7","152876.13"
"9","135655.29"
"9","103970.58"
"2","35786.76"
"2","25325.07"
"10","18732.84"
"8","118522.73"
"4","89972.25"
"7","106785.7"
"2","73334.43"
"6","186612.47"
"4","123613.81"
"9","31368.08"
"6","40066.95"
"9","175969.19"
"5","10034.77"
"9","151167.94"
"3","191387.76"
"6","51229.17"
"5","87351.42"
"2","48984.95"
"2","182738"
"9","153535.27"
"5","125079.65"
"6","162321.26"
"1","3414.72"
"6","165082.25"
"2","52021.39"
"10","148256.43"
"7","122899.01"
"5","10771.46"
"2","18255.51"
"3","183566.78"
"5","175224.12"
"6","180598.66"
"8","186136.48"
"1","7455.2"
"6","80552.11"
"7","25722.28"
"9","170996.86"
"3","20603.32"
"5","141763.26"
"7","190011.85"
"5","128046.98"
"5","135662.17"
"4","7571.51"
"9","23596.24"
"4","92727.42"
"7","65156.83"
"3","60151.77"
"5","149097.38"
"3","35199.24"
"7","129451.29"
"2","145134.49"
"7","192709.69"
"2","139083.7"
"1","83629.6"
"4","35625.41"
"4","35338.96"
"1","15602.8"
"3","182355.21"
"5","89327.67"
"5","151903.6"
"4","11.58"
"9","77519.62"
"2","91423.69"
"5","106287.77"
"9","161800.77"
"9","80582.34"
"10","185094.48"
"7","172586.89"
"2","195649.79"
"9","145792.01"
"1","138510.01"
"3","168895.06"
"4","97983.44"
"6","85167.88"
"9","18210.36"
"9","13608.18"
"4","110457.99"
"9","31231.35"
"4","141582.66"
"7","14666.35"
"1","55400.17"
"9","174667.65"
"10","154189.08"
"4","142170.44"
"4","94499.06"
"4","182081.45"
"4","68562.26"
"1","88798.02"
"7","113781.99"
"3","121866.87"
"4","150390.57"
"4","60708.72"
"9","78858.07"
"8","56407.42"
"3","125698.97"
"10","23235.38"
"8","75732.25"
"7","179861.79"
"4","42976.64"
"3","10486.69"
"3","56794.73"
"4","28157.34"
"8","152422.91"
"9","167033.83"
"8","126082.18"
"7","41967.03"
"2","186300.59"
"1","85412.54"
"9","23343.18"
"2","180698.32"
"8","136071.05"
"9","175149.2"
"6","146949.74"
"9","88920.68"
"8","45098.62"
"6","20339.79"
"7","145560.38"
"2","199357.24"
"4","43106.17"
"10","137508.31"
"2","91957.39"
"4","120612.11"
"3","102921.17"
"5","31686.33"
"2","180002.42"
"8","28407.4"
"4","73743.95"
"4","186233.26"
"3","31728.86"
"6","48244.64"
"2","113266.28"
"8","71178.09"
"4","25684.93"
"8","29737.14"
"1","149922.38"
"6","180702.12"
"7","27597.59"
"10","95025.27"
"1","167035.07"
"4","21170.81"
"5","29641.58"
"8","116520.07"
"2","44220.4"
"10","166188.28"
"5","140857.76"
"10","37024.28"
"5","27513.47"
"9","4423.63"
"1","109718.44"
"5","107243.31"
"4","115288.24"
"1","41233.97"
"10","52952.24"
"9","78955.8"
"1","26025.6"
"8","174536.17"
"9","147311.47"
"2","77965.44"
"4","5635.63"
"10","81310.1"
"3","111421.45"
"4","190269.21"
"9","100950.48"
"6","113033.73"
"3","120663.57"
"9","187192.23"
"6","97825.23"
"4","169621.69"
"8","191557.1"
"10","103287.62"
"9","167538.66"
"8","64869.32"
"5","102426.06"
"8","107876.2"
"2","37294.88"
"1","89248.99"
"4","91973.63"
"3","16870.2"
"6","121681.19"
"6","33730.43"
"7","104786.59"
"3","94790.34"
"1","28726.07"
"6","67057.27"
"4","69079.85"
"4","179780.74"
"3","183572.39"
"10","142587.32"
"5","177844.06"
"2","197634.11"
"4","121053.19"
"3","149613.77"
"8","142.81"
"8","131766.67"
"10","53311.78"
"5","107665.02"
"6","112132.86"
"4","180890.4"
"8","70974.13"
"1","53379.52"
"2","158531.01"
"10","179267.94"
"2","84606.03"
"7","56984.58"
"1","116912.45"
"10","102999.33"
"4","132801.57"
"4","85455.62"
"6","98657.01"
"2","107948.72"
"2","67944.09"
"7","187247.56"
"4","114722.42"
"1","111687.57"
"1","184182.25"
"4","52759.82"
"10","126451.14"
"6","12048.67"
"6","95804.33"
"8","197911.52"
"10","182531.74"
"3","168002.31"
"4","79450.61"
"2","60615.83"
"5","8643.21"
"5","172172.7"
"1","174434.06"
"3","194930.3"
"6","94415.6"
"6","120376.87"
"8","97623.42"
"3","66238.23"
"9","131710.59"
"1","69052.87"
"5","56780.97"
"1","191849.15"
"4","31840.59"
"8","12096.61"
"3","91406.62"
"7","83282.21"
"8","198446.91"
"2","7554.68"
"9","80416.16"
"4","164549.74"
"4","175477.03"
"8","137903.54"
"2","93795.86"
"6","67997.13"
"1","49492.15"
"9","35825.18"
"5","67494.23"
"6","73963.17"
"4","145159.26"
"6","123850.58"
"1","23822.04"
"6","45750.21"
"2","159773.14"
"5","84238.63"
"7","72330.46"
"9","26767.85"
"2","164768.82"
"9","1112.76"
"5","176680.16"
"4","43999.64"
"8","140746.13"
"1","152790.92"
"6","7387.8"
"5","138849.06"
"7","170333.38"
"9","100240.2"
"6","2704.98"
"8","68815.05"
"5","64839.23"
"8","144494.94"
"7","185510.34"
"2","56055.72"
"6","155061.97"
"7","119817.19"
"6","16259.64"
"10","184654.87"
"4","5278.78"
"2","113244.73"
"1","8908"
"7","64490.67"
"10","154971.63"
"9","155786.39"
"7","188533.11"
"5","13411.67"
"5","15733.19"
"3","73127.61"
"1","101704.19"
"1","101986.16"
"2","114442.66"
"4","15669.17"
"3","157486.1"
"3","131281.28"
"7","197001.15"
"3","128881.87"
"9","85101"
"9","149822.04"
"6","108040.86"
"1","135795.53"
"8","25867.67"
"6","130483.56"
"5","183479.12"
"9","94141.75"
"3","4092.75"
"5","109257.59"
"2","104617.99"
"6","167705.07"
"2","103712.05"
"3","161242.99"
"3","6089.13"
"1","159777.37"
"2","7919.08"
"1","188274.6"
"9","27608.12"
"4","183569.25"
"2","145537.32"
"9","76357.43"
"3","120158.72"
"8","151843.54"
"6","5698.97"
"5","122865.55"
"4","152665.85"
"5","192131.77"
"5","62851.6"
"5","140941.47"
"9","56767.67"
"4","177235.23"
"6","86242.18"
"5","34215.58"
"4","44406.17"
"3","34542.41"
"3","74838.64"
"2","36980.54"
"5","111676.63"
"9","25858.68"
"2","177028"
"4","30990.16"
"2","136915.15"
"2","108457.99"
"8","131609.48"
"2","159737.56"
"3","142238.54"
"9","105890.55"
"7","194270.91"
"3","105443.47"
"2","173899.42"
"5","122823.34"
"9","13181.37"
"7","140780.8"
"2","78560.64"
"2","185855.21"
"7","128276.95"
"5","140197.42"
"1","32462.39"
"10","162253.9"
"10","30498.7"
"4","90280.7"
"5","32615.21"
"5","196142.26"
"3","16998.72"
"9","62980.96"
"7","185660.3"
"6","77331.77"
"3","67234.33"
"4","143783.28"
"8","77661.12"
"2","89123.99"
"1","70810.8"
"8","17550.49"
"2","21497.27"
"3","124749.08"
"8","36051.46"
"7","150694.58"
"5","170487.4"
"8","97684.46"
"4","53520.03"
"2","15200.61"
"4","196894.62"
"7","4969.13"
"2","26229.24"
"4","134034.32"
"9","198032.93"
"3","119882.86"
"1","133102.3"
"4","176395.02"
"1","193179.88"
"9","125062.02"
"9","143287.58"
"9","87236.4"
"8","93769.89"
"1","88965.46"
"3","30793.61"
"6","74532.02"
"3","113086.08"
"9","32574.01"
"8","130113.78"
"3","104722.47"
"9","14559.62"
"8","598.8"
"8","129697.99"
"4","36315.03"
"3","1114.12"
"2","70954.41"
"10","73470.98"
"1","91573.19"
"3","3154.95"
"7","88187.81"
"1","118855.26"
"5","125256.53"
"7","39016.43"
"2","145796.49"
"8","168816.22"
"4","73322"
"3","113677.53"
"7","124607.7"
"4","11276.48"
"8","136620.64"
"2","70523.92"
"4","51980.25"
"7","113481.02"
"9","49025.79"
"8","145937.99"
"10","25161.61"
"8","175753.55"
"6","24903.09"
"9","169719.35"
"8","179565.57"
"8","115337.74"
"6","48131.92"
"7","145151.96"
"1","196293.76"
"4","161653.5"
"6","84635.64"
"7","159486.76"
"2","38596.34"
"6","27814.74"
"3","183893.31"
"6","140803.7"
"7","146585.53"
"9","40062.29"
"1","181300.32"
"10","84136.12"
"4","197594.34"
"1","125953.83"
"5","75465.41"
"7","177737.07"
"6","7144.46"
"1","155639.76"
"1","162428.05"
"3","12457.76"
"7","14917.09"
"8","182184.09"
"10","129984.2"
"9","194872.97"
"8","117507.11"
"9","157527.6"
"8","92612.88"
"6","74850.84"
"5","127413"
"7","69584.3"
"9","198814.24"
"6","162643.15"
"1","114092.52"
"4","16150.34"
"3","115227.02"
"2","170621.55"
"5","103099.22"
"8","172495.81"
"7","38772.82"
"6","44946.29"
"2","146007.7"
"6","145558.42"
"8","193312.33"
"9","40257.79"
"8","46677.9"
"4","153887.93"
"7","103108.33"
"2","58652.23"
"5","91624.11"
"3","113845.19"
"7","67607.9"
"2","145471.94"
"10","124071.71"
"9","67502.12"
"2","78707.97"
"7","171189.83"
"2","149381.32"
"1","100335.55"
"4","152698.24"
"8","41192.95"
"4","132540.33"
"5","96875.52"
"1","152305.47"
"10","49672.01"
"3","133997.53"
"5","50454.8"
"9","16402.11"
"1","67803.83"
"4","9241.78"
"7","100601.73"
"9","98734.15"
"6","160574.09"
"1","26015.8"
"4","55763.66"
"8","75848.22"
"9","40313.47"
"6","23864.21"
"8","51380.9"
"6","93551.36"
"2","169415.54"
"1","6935.31"
"4","25399.7"
"5","66256.27"
"2","114709.13"
"6","158357.97"
"2","164815.59"
"10","132127.69"
"4","146637.45"
"7","90256.06"
"5","34827.43"
"9","22074.48"
"5","109805.17"
"5","100478.6"
"6","97416.34"
"4","24207.86"
"1","69132.66"
"5","9376.89"
"3","43046.7"
"3","20856.31"
"3","187048.72"
"4","53420.53"
"7","37013.29"
"6","89566.64"
"8","149913.84"
"9","18066.69"
"8","26912.34"
"6","173511.72"
"9","146785.44"
"1","1050.33"
"8","89587.34"
"9","74405.34"
"1","54409.48"
"3","198874.52"
"1","53412.54"
"9","194867.78"
"7","150452.88"
"7","57807.05"
"5","107534.32"
"1","194073.33"
"6","126233.18"
"8","182354.46"
"2","120586.32"
"3","50578.4"
"8","86575.46"
"3","153392.28"
"5","115509.59"
"6","82176.48"
"1","63717.49"
"2","198745.94"
"9","5719.11"
"5","20058.61"
"5","170638.98"
"3","30607.11"
"9","37171.46"
"3","42589.33"
"7","66799.28"
"2","101866.39"
"9","49284"
"6","27445.4"
"7","70760.69"
"8","104502.02"
"2","165407.96"
"1","113580.79"
"7","45978.39"
"3","152012.36"
"7","77349.92"
"6","47322.05"
"9","24489.44"
"6","14466.08"
"2","63142.12"
"8","41858.43"
"1","127443.82"
"6","84151.98"
"7","58595.64"
"1","37240.11"
"2","114522.68"
"6","72549.27"
"4","176712.59"
"9","152855.96"
"4","73371.65"
"8","70323.68"
"6","9663.28"
"4","142514.66"
"6","118623.94"
"9","68400.14"
"8","115291.86"
"6","170382.99"
"4","79812.77"
"7","19862.78"
"7","158610.89"
"9","191212.63"
"8","61931.21"
"7","58043.02"
"8","22247.27"
"10","31448.52"
"6","146875.86"
"5","116081.93"
"2","73669.94"
"5","93959.96"
"9","158918.03"
"9","198193.75"
"9","13160.03"
"7","4660.91"
"4","180197.74"
"1","63023.02"
"7","118971.74"
"1","154700.61"
"4","97577.17"
"7","140262.96"
"10","130189.53"
"6","16301.91"
"5","126962.41"
"1","158750.53"
"8","199644.2"
"10","144272.71"
"2","98320.27"
"9","64129.03"
"7","181221.09"
"7","163809.08"
"9","171457.06"
"3","15801.02"
"1","102950.79"
"5","174918.46"
"5","193160.25"
"5","5831"
"7","82298.59"
"7","130686.59"
"7","52885.23"
"2","68985.99"
"9","35367.19"
"9","196241.94"
"9","170705.53"
"6","126477.41"
"4","159618.17"
"9","195395.33"
"1","168285.85"
"1","138052.51"
"3","71179.31"
"2","55556.3"
"3","31705.19"
"8","186118.93"
"9","195580.28"
"8","54113.38"
"1","60231.74"
"1","156878.42"
"1","182784.11"
"2","129690.5"
"8","113860.81"
"5","184524.74"
"8","36124.98"
"3","121316.07"
"2","185630.76"
"7","71133.12"
"7","32020.42"
"5","162760.96"
"1","175178.56"
"5","177099.71"
"4","66406.37"
"2","59559.81"
"6","175750.21"
"5","174311.3"
"4","171716.81"
"1","189362.39"
"5","180716.1"
"10","116977.89"
"1","185105.44"
"2","35046.97"
"8","36251"
"9","103174.5"
"4","122642.09"
"3","122937.57"
"8","8757.39"
"10","125782.29"
"2","122487.73"
"8","20066.38"
"7","55473.15"
"6","38962.94"
"3","63795.8"
"7","163060.43"
"2","26578.69"
"5","5066.76"
"6","140497.67"
"7","146156.98"
"3","199316.19"
"2","103944.37"
"10","138021.36"
"1","68621.98"
"4","28149.06"
"3","135169.76"
"10","116537.96"
"2","105922.69"
"9","88211.12"
"1","26900.63"
"1","3494.02"
"9","113163.17"
"8","19324.5"
"4","189678.7"
"7","26387.71"
"10","106276.55"
"1","45015.38"
"2","173495.77"
"1","52581.96"
"3","146339.27"
"7","182609.97"
"1","197890.65"
"4","6225.63"
"5","123977.86"
"1","170195.4"
"2","114190.3"
"5","27022.57"
"1","59457"
"4","165038.41"
"1","154181.41"
"1","134960.98"
"8","65708.5"
"8","117374.22"
"7","77703.19"
"3","177651.38"
"9","60954.45"
"7","151924.9"
"6","26318.73"
"8","147557.71"
"5","125918.17"
"10","190803.37"
"7","11043.54"
"7","119100.05"
"2","140579.17"
"7","37731.95"
"8","1852.58"
"6","133591.11"
"10","192751.18"
"2","193828.27"
"6","55775.72"
"6","102280.29"
"1","44965.44"
"3","170661.02"
"2","197145.89"
"5","192359.9"
"4","141210.18"
"8","100557.03"
"3","130805.54"
"8","92606.98"
"2","123956.83"
"5","102758.43"
"8","94876.65"
"3","94811.85"
"2","67840.81"
"2","4050.57"
"5","134665.25"
"3","181647.13"
"7","33282.84"
"8","27965"
"3","68343.53"
"3","198161.07"
"8","196858.4"
"3","120511.03"
"9","30886.35"
"3","2743.69"
"10","167778.62"
"5","132404.64"
"4","144423.17"
"6","181204.5"
"2","182726.22"
"1","120880.72"
"10","26812.89"
"8","66732.63"
"1","100834.22"
"7","107815.31"
"7","34665.79"
"10","147093.84"
"4","36942.35"
"7","16460.77"
"3","45610.63"
"6","184954.11"
"5","47795.43"
"7","196789.9"
"3","173425.68"
"4","36221.18"
"8","174738.2"
"6","67131.3"
"4","165692.03"
"7","194691.95"
"8","129525.5"
"6","146511.2"
"9","51752.18"
"5","35418.69"
"3","57995.74"
"4","108152.75"
"1","166144.98"
"5","101737.8"
"10","33326.71"
"10","140173.17"
"2","166513.49"
"3","103232.6"
"4","120736.04"
"2","15832.43"
"7","188772.45"
"8","114323.66"
"1","181534.04"
"2","102640.52"
"8","158585.17"
"6","178722.24"
"6","153955.38"
"8","65374.86"
"9","102986.15"
"3","136643.84"
"9","77063.63"
"6","9633.01"
"7","43496.36"
"7","24267.28"
"8","59354.24"
"5","28269.86"
"3","143162.34"
"4","20199.3"
"5","48606.92"
"9","89013.67"
"7","59890.29"
"8","106655.88"
"5","156439.56"
"6","24176.44"
"4","43507.1"
"7","132005.85"
"5","88947.56"
"2","12639.67"
"3","94248.16"
"1","11865.76"
"3","141449.86"
"6","149457.81"
"7","119814.25"
"1","24924.92"
"7","139481.53"
"4","41268.65"
"5","1351.41"
"10","147489.76"
"9","111175.09"
"1","95963.14"
"6","43128.95"
"9","137674.96"
"9","153383.54"
"10","96660.76"
"8","115818.16"
"4","37898.5"
"2","145222.93"
"6","41219.09"
"5","59249.83"
"8","116747.62"
"1","116249.72"
"3","61257.83"
"4","102638.35"
"4","13210.56"
"1","35550.97"
"1","104469.06"
"4","142935.83"
"6","195486.28"
"4","63170"
"3","58320.06"
"3","177747.03"
"8","19632.64"
"9","18424.24"
"2","18897.78"
"8","97879.02"
"7","63197.88"
"1","75860.01"
"1","78622.46"
"10","23598.23"
"1","13460.27"
"9","19998.31"
"8","185075.63"
"6","135815.38"
"4","44251.33"
"10","136349.55"
"10","52693.99"
"7","93767.03"
"2","197866.55"
"1","126812.85"
"2","79503.05"
"2","129936.53"
"1","130379.5"
"9","153228"
"10","111285.85"
"5","49553.38"
"6","98015.85"
"6","88481.32"
"5","66879.27"
"6","24802.77"
"1","21312.16"
"9","190263.78"
"7","57764.65"
"6","110273.84"
